"sampleID","read_count","un_f","g__[Clostridium]","g__[Eubacterium]","g__[Prevotella]","g__[Ruminococcus]","g__02d06","g__1-68","g__Abiotrophia","g__Acidaminococcus","g__Acinetobacter","g__Actinobacillus","g__Actinomyces","g__Actinomycetospora","g__Adlercreutzia","g__AF12","g__Aggregatibacter","g__Agrobacterium","g__Agromyces","g__Akkermansia","g__Alistipes","g__Anaerococcus","g__Anaerofilum","g__Anaerofustis","g__Anaerorhabdus","g__Anaerostipes","g__Anaerotruncus","g__Aquabacterium","g__Arthrobacter","g__Atopobium","g__Bacillus","g__Bacteroides","g__Bifidobacterium","g__Bilophila","g__Blastomonas","g__Blautia","g__Brachybacterium","g__Bradyrhizobium","g__Brevibacterium","g__Brevundimonas","g__Brochothrix","g__Bulleidia","g__Butyricicoccus","g__Butyricimonas","g__Butyrivibrio","g__Campylobacter","g__Catenibacterium","g__cc_115","g__Cetobacterium","g__CF231","g__Christensenella","g__Chryseobacterium","g__Citrobacter","g__Cloacibacillus","g__Cloacibacterium","g__Clostridium_f__Clostridiaceae","g__Clostridium_f__Erysipelotrichaceae","g__Clostridium_f__Lachnospiraceae","g__Clostridium_f__Ruminococcaceae","g__Collinsella","g__Comamonas","g__Coprobacillus","g__Coprococcus","g__Corynebacterium","g__Cupriavidus","g__Dechloromonas","g__Defluviitalea","g__Dehalobacterium","g__Delftia","g__Desulfobulbus","g__Desulfovibrio","g__Devosia","g__Dialister","g__Dietzia","g__Dorea","g__Eggerthella","g__Enhydrobacter","g__Enterococcus_f__Coriobacteriaceae","g__Enterococcus_f__Enterococcaceae","g__Epulopiscium","g__Erythrobacter","g__Escherichia","g__Faecalibacterium","g__Finegoldia","g__Flavobacterium","g__Fusobacterium","g__Granulicatella","g__Haemophilus","g__Halomonas","g__Herbaspirillum","g__Holdemania","g__Hydrogenophaga","g__Hylemonella","g__Hyphomonas","g__Janibacter","g__Janthinobacterium","g__Klebsiella","g__Kocuria","g__Lachnobacterium","g__Lachnospira","g__Lactobacillus","g__Lactococcus","g__Lautropia","g__Leptotrichia","g__Leuconostoc","g__Limnohabitans","g__Lupinus","g__Luteimonas","g__Megamonas","g__Megasphaera","g__Meiothermus","g__Methylobacterium","g__Methylotenera","g__Microbispora","g__Micrococcus","g__Mitsuokella","g__Mobiluncus","g__Mogibacterium","g__Morganella","g__Moryella","g__Mycoplana","g__Neisseria","g__Novosphingobium","g__Oceanobacillus","g__Ochrobactrum","g__Odoribacter","g__Oribacterium","g__Oscillospira","g__Oxalobacter","g__p-75-a5","g__Paludibacter","g__Pantoea","g__Parabacteroides","g__Paracoccus","g__Paraprevotella","g__Parvimonas","g__Pedobacter","g__Peptococcus","g__Peptoniphilus","g__Peptostreptococcus","g__ph2","g__Phascolarctobacterium","g__Phycicoccus","g__Planomicrobium","g__Porphyromonas","g__Prauserella","g__Prevotella","g__Proteiniclasticum","g__Pseudidiomarina","g__Pseudobutyrivibrio","g__Pseudoclavibacter","g__Pseudomonas","g__Pseudonocardia","g__Psychrobacter","g__Pyramidobacter","g__Ralstonia","g__rc4-4","g__Rheinheimera","g__Rickettsiella","g__Roseburia","g__Rothia","g__Ruminococcus","g__Saccharopolyspora","g__Sanguibacter","g__Scardovia","g__Sediminibacterium","g__Selenomonas","g__Sharpea","g__Shinella","g__Shuttleworthia","g__Slackia","g__SMB53","g__Sphingobium","g__Sphingomonas","g__Sphingopyxis","g__Sporobacter","g__Sporosarcina","g__Staphylococcus","g__Stenotrophomonas","g__Streptococcus","g__Succinatimonas","g__Succinivibrio","g__Sutterella","g__Synergistes","g__Thauera","g__Thermicanus","g__Thermomonas","g__Thermus","g__Turicibacter","g__un_c__Clostridia","g__un_c__TM7-3","g__un_f__[Barnesiellaceae]","g__un_f__[Cerasicoccaceae]","g__un_f__[Mogibacteriaceae]","g__un_f__[Paraprevotellaceae]","g__un_f__[Tissierellaceae]","g__un_f__[Weeksellaceae]","g__un_f__Bacillaceae","g__un_f__Bacteroidaceae","g__un_f__Caulobacteraceae","g__un_f__Chitinophagaceae","g__un_f__Christensenellaceae","g__un_f__Clostridiaceae","g__un_f__Comamonadaceae","g__un_f__Coriobacteriaceae","g__un_f__Cyclobacteriaceae","g__un_f__Dehalobacteriaceae","g__un_f__Desulfovibrionaceae","g__un_f__Ellin6075","g__un_f__Elusimicrobiaceae","g__un_f__Enterobacteriaceae","g__un_f__Erysipelotrichaceae","g__un_f__EtOH8","g__un_f__Fusobacteriaceae","g__un_f__Gemellaceae","g__un_f__Geodermatophilaceae","g__un_f__Intrasporangiaceae","g__un_f__Lachnospiraceae","g__un_f__Lactobacillaceae","g__un_f__Leuconostocaceae","g__un_f__Methylobacteriaceae","g__un_f__Micrococcaceae","g__un_f__mitochondria","g__un_f__Moraxellaceae","g__un_f__Nakamurellaceae","g__un_f__Nocardiopsaceae","g__un_f__Oxalobacteraceae","g__un_f__Paenibacillaceae","g__un_f__Peptococcaceae","g__un_f__Peptostreptococcaceae","g__un_f__Phyllobacteriaceae","g__un_f__Porphyromonadaceae","g__un_f__Prevotellaceae","g__un_f__Pseudomonadaceae","g__un_f__Rhizobiaceae","g__un_f__Rhodobacteraceae","g__un_f__Rhodocyclaceae","g__un_f__Rikenellaceae","g__un_f__Ruminococcaceae","g__un_f__S24-7","g__un_f__Sinobacteraceae","g__un_f__Sphingomonadaceae","g__un_f__Staphylococcaceae","g__un_f__Streptomycetaceae","g__un_f__Synergistaceae","g__un_f__Veillonellaceae","g__un_f__Victivallaceae","g__un_f__Xenococcaceae","g__un_o__Bacteroidales","g__un_o__Clostridiales","g__un_o__EW055","g__un_o__IS-44","g__un_o__ML615J-28","g__un_o__MLE1-12","g__un_o__RF32","g__un_o__RF39","g__un_o__Rhizobiales","g__un_o__SHA-98","g__un_o__Sphingobacteriales","g__un_o__Streptophyta","g__un_o__YS2","g__un_p__Bacteroidetes","g__Veillonella","g__Victivallis","g__WAL_1855D","g__Weissella","g__YRC22"
"G441502205",10000,0,1,5,0,29,0,0,0,0,24,0,3,0,0,0,3,0,0,2,0,0,0,0,0,44,0,0,0,2,0,97,42,46,0,36,0,39,5,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,25,5,1,0,5,1,0,42,0,0,0,0,0,0,0,0,0,4,0,43,5,1,0,0,0,0,8,4997,0,0,0,5,13,1,13,0,0,0,0,2,0,0,0,0,41,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,54,0,0,0,0,10,0,0,0,0,0,0,0,0,12,0,0,0,0,7,0,0,0,0,1,0,0,0,136,0,0,0,1233,0,1707,6,0,0,68,0,0,0,0,0,404,0,5,0,0,0,0,0,22,0,0,4,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,53,3,0,0,9,0,0,0,0,0,0,4,258,0,2,0,0,0,185,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,97,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,5,0,0,5,0,0,3,0,0,0,0
"G440282121",9660,46,0,27,188,8,34,0,0,0,2,0,0,0,0,0,0,0,0,14,10,0,2,0,0,37,0,0,0,0,0,2149,0,12,0,10,0,7,0,0,0,0,6,16,0,1,0,0,0,0,2,0,0,3,0,104,0,5,0,14,0,0,42,0,0,0,0,38,0,0,55,0,0,0,4,0,0,0,0,0,0,593,397,0,0,44,0,15,0,3,0,0,0,0,0,0,29,0,1,6,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,8,0,1111,4,0,0,0,79,0,1,0,0,0,0,0,0,268,0,0,6,0,244,0,0,0,0,0,0,0,0,58,0,0,0,6,0,39,0,0,0,37,0,0,0,0,5,218,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,16,0,0,12,0,48,112,0,0,0,0,8,0,245,0,0,34,0,0,0,0,0,0,5,0,0,0,0,0,170,0,0,0,0,1,0,0,0,0,0,1,0,0,0,46,0,0,0,0,30,884,71,0,0,0,0,1,0,0,0,90,1297,0,0,1,0,0,565,3,6,0,16,4,0,4,0,7,0,0
"G440981358",10000,0,0,75,0,27,3,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,24,0,0,0,0,0,1679,0,0,0,37,0,13,0,0,0,0,72,7,0,0,0,0,0,0,0,0,0,0,0,69,0,7,0,5,0,7,457,2,0,0,0,0,0,0,99,0,82,0,45,0,0,0,0,0,2,330,810,0,0,60,0,20,0,3,8,0,0,0,0,0,731,0,0,175,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,7,0,281,0,0,0,0,138,0,4,0,0,0,0,0,0,290,0,0,0,0,1154,0,0,0,0,0,0,0,0,94,0,2,0,379,0,82,6,0,0,52,0,0,0,0,0,163,0,0,0,0,0,3,0,7,0,0,180,0,0,0,0,0,31,0,0,6,0,30,65,0,0,0,0,29,0,14,0,2,6,0,0,0,0,0,0,26,0,0,0,0,4,338,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,259,723,143,0,0,0,0,0,0,0,0,0,397,0,0,0,0,0,197,0,0,0,0,0,0,14,0,0,0,2
"G440981013",9992,0,2,106,3,20,0,0,0,2,0,1,2,1,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,8,0,23,0,0,0,8,3,0,0,0,2,30,1,0,0,0,0,0,0,0,0,0,0,0,0,3118,0,0,0,15,0,0,17,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1980,644,0,0,1,27,5,0,1,0,0,0,0,0,0,2191,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,347,0,0,0,0,5,0,3,0,7,0,0,0,31,0,18,0,0,0,3,0,0,0,0,13,991,0,0,0,0,0,1,0,45,0,0,0,0,0,0,0,0,17,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,71,0,0,0,0,0,0,38,0,0,2,0,5,3,0,5,0,0,12,0,0,16,0,0,0,2,0,0,0,0,0,0,0,4,19,7,0,0,0,0,0,0,0,0,0,27,0,0,0,1,0,5,0,0,0,39,0,0,0,0,0,0,0
"G441284225",9998,0,40,17,0,1337,0,0,2,0,2,0,31,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,3405,74,1,0,178,0,6,1,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,24,285,141,0,0,0,0,2,0,0,0,0,0,0,0,0,0,51,0,331,0,0,0,1,0,0,3012,37,0,0,2,38,0,1,3,0,0,0,0,0,0,19,0,3,0,146,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,2,0,0,61,0,0,0,0,10,0,0,0,0,0,0,0,2,4,0,0,0,0,4,0,0,0,0,4,0,1,4,23,0,0,0,4,0,84,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,204,0,0,3,0,0,0,0,0,14,0,0,4,0,1,5,0,0,0,0,5,0,1,17,0,0,0,0,0,0,0,0,1,0,1,10,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0
"G445224058",10000,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,232,22,6,2,79,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,17,0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,9,0,4,0,0,0,0,7667,20,0,0,0,3,0,3,2,0,0,0,2,0,1,419,0,0,4,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,2,0,1,0,270,0,0,0,2,0,3,0,0,0,333,0,0,0,0,0,101,0,5,0,0,0,0,0,59,0,0,1,0,0,0,0,0,219,0,3,0,0,0,0,0,0,0,0,71,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,263,0,0,0,0
"G445302491",10000,0,0,2,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1326,14,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,0,321,0,0,15,0,0,0,0,0,0,0,1,0,6,0,15,0,0,0,0,0,0,46,109,0,0,0,1,4,0,0,0,0,0,0,0,0,30,0,0,346,0,0,0,0,0,0,0,0,1064,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,0,0,0,0,15,0,0,0,0,0,0,0,0,137,0,0,0,0,6206,0,1,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,3,0,0,0,0,0,104,0,0,0,0,0,0,0,1,2,0,46,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"G440981200",9998,3,0,59,158,319,0,0,2,0,3,0,66,0,0,0,0,0,0,8,85,0,3,0,0,28,11,1,0,1,0,1439,0,2,0,109,3,15,1,0,0,1,8,37,0,0,308,0,0,0,0,0,1,4,0,30,2,6,1,16,0,0,818,0,0,0,0,4,4,0,101,0,1,0,42,0,1,0,0,0,0,100,1110,3,0,116,23,0,3,4,37,0,0,0,0,0,1,0,0,14,3,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,7,22,0,150,5,0,0,0,116,0,136,0,0,1,0,0,0,351,0,0,0,1,530,0,4,0,0,2,0,0,0,246,0,0,0,236,0,476,1,0,0,323,0,0,0,0,1,43,0,2,0,0,0,0,0,48,0,0,8,59,0,0,0,0,3,0,0,10,0,26,0,0,0,0,0,48,0,12,0,1,19,0,0,0,0,0,0,174,0,0,15,0,2,134,0,0,0,0,0,0,1,6,0,0,0,0,0,0,3,0,0,0,0,43,825,204,0,0,0,0,0,0,0,0,17,412,0,0,0,2,0,149,5,0,0,0,0,0,0,0,0,0,0
"G440305358",9999,0,0,122,0,59,0,0,0,8,3,0,0,0,5,0,0,0,0,3367,57,0,0,0,0,3,0,2,0,0,0,2239,0,2,0,46,0,23,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,16,1,27,0,0,4,0,0,0,0,0,1,0,14,0,19,0,2,0,0,0,0,0,0,5,46,0,0,0,0,0,5,9,4,0,0,0,0,0,2405,0,0,1,1,0,0,0,0,0,0,0,2,32,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,12,0,230,0,0,0,0,84,0,0,0,0,0,2,0,0,49,0,0,0,0,10,0,0,0,0,1,0,0,46,180,0,0,0,30,0,123,0,0,0,120,0,0,0,0,0,20,0,1,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,18,0,0,0,3,2,0,0,0,0,0,0,7,0,2,0,0,0,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,230,6,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,116,1,0,0,4,0,0,0,0,0,0,0
"G441802532",9996,0,0,27,2,14,3,0,0,0,1,0,1,0,5,0,0,0,0,9,76,0,0,0,0,134,0,0,0,0,0,580,35,0,0,31,0,0,1,0,0,1,4,28,0,0,1,1,0,0,2,0,0,0,0,307,0,1,0,4,0,7,624,0,0,0,0,19,3,0,3,3,7,1,19,0,0,2,0,0,0,60,757,0,0,5,1,3,3,1,7,0,0,0,0,0,6,0,0,21,2,0,1,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,809,26,0,1,2,36,0,12,0,0,2,0,0,0,69,0,0,0,0,336,0,3,0,0,0,0,2,0,6,0,0,0,207,0,290,0,0,0,9,0,0,0,0,7,473,0,2,0,0,0,0,0,33,0,1,3,2,0,0,0,0,58,0,0,231,0,10,6,0,0,0,0,3,0,74,133,0,21,0,0,0,0,0,0,33,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,913,466,0,0,0,0,0,0,2,0,0,1363,0,0,0,0,0,726,0,1,0,1,0,6,4,0,0,0,0
"G441502532",9956,0,0,17,5,131,13,0,0,0,0,0,2,0,1,0,0,0,4,22,22,0,0,0,0,113,0,0,0,20,0,452,71,4,0,154,0,22,5,0,0,4,29,0,0,0,0,2,0,0,4,0,0,0,0,32,0,10,0,153,0,0,444,0,0,0,4,0,0,0,53,0,2,5,70,15,1,0,0,0,0,1144,652,0,0,4,6,1,4,3,8,0,0,0,0,0,5,0,0,17,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,2,0,215,6,0,0,0,26,0,97,0,0,1,0,0,0,89,0,0,0,0,1592,0,1,0,0,3,0,1,0,225,0,0,0,604,0,203,0,0,0,162,0,0,0,0,0,23,0,0,0,0,0,2,0,37,0,0,4,2,0,0,0,0,2,2,0,3,0,23,0,0,0,0,0,36,0,36,0,9,58,0,0,0,0,0,0,148,0,0,1,0,0,573,0,0,4,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,0,142,1369,3,0,0,0,0,0,0,0,0,0,328,1,0,0,0,0,163,0,0,0,4,0,3,2,0,0,0,2
"G440305502",10000,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,3,0,0,0,0,6158,8,67,0,20,0,25,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,15,0,9,0,8,0,1,12,0,0,0,0,0,0,0,0,2,47,0,17,0,1,0,0,0,0,65,375,0,0,11,0,5,0,1,14,0,0,0,0,0,105,0,0,69,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,6,0,62,0,0,0,0,247,0,181,0,0,0,0,0,0,721,0,0,2,0,16,0,0,0,0,0,0,1,0,75,0,0,0,142,0,23,0,0,0,33,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,1,767,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,14,0,0,0,5,0,0,0,0,0,0,0,55,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,41,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,2,0,0,0,5,0,0,7,0,0,0,0
"G440305153",9870,0,0,0,0,8,41,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,14,0,0,0,0,0,3756,64,0,0,11,0,14,0,0,0,0,23,95,0,0,4,0,0,0,0,0,0,0,0,32,0,0,0,2,0,0,309,0,0,0,0,6,0,0,1,4,196,0,3,0,0,0,0,0,0,27,690,0,2,0,0,4,0,6,4,0,0,0,0,0,6,0,0,24,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,18,1,285,0,0,0,0,87,0,115,0,0,0,0,0,0,45,0,0,5,0,29,0,0,0,0,1,0,0,3,110,0,0,0,569,0,213,0,0,0,93,0,0,0,0,0,2,1,2,0,0,0,0,0,2,0,0,16,3,0,0,0,2,1,2,0,51,9,23,0,0,0,0,0,13,2,15,0,12,2,0,0,0,0,0,0,5,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,637,187,346,0,0,0,0,0,0,0,1,0,200,0,0,0,0,0,1234,0,0,0,0,0,1,25,6,2,0,0
"G441502101",10000,0,0,7,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,81,39,0,0,0,0,118,0,0,0,1,0,1781,178,14,0,31,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,5,0,0,176,2,0,0,0,0,0,0,47,0,30,0,18,0,0,0,0,0,0,7,1571,0,0,0,0,0,0,0,4,0,0,0,0,0,100,0,54,114,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,15,0,0,0,23,0,5,0,0,0,0,0,0,197,0,0,0,0,3,0,0,0,0,0,0,0,5,52,0,0,0,1209,0,482,0,0,1,40,0,0,0,0,0,69,0,0,0,0,0,0,0,4,0,0,67,3,0,0,0,0,8,0,0,0,0,25,0,0,0,0,0,9,0,37,0,0,11,0,0,0,0,0,0,17,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,168,1385,58,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,330,1,0,0,3,0,0,0,0,0,0,0
"G440282359",10000,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,782,0,0,0,5,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,31,1,2,0,4,0,0,3,0,0,0,21,0,0,0,0,0,2,0,10,0,0,0,2,0,0,6766,691,0,0,14,1,2,0,0,0,0,0,0,0,0,0,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,6,0,0,0,0,0,0,0,0,368,0,0,0,0,736,0,0,0,0,0,0,0,0,9,0,0,0,61,0,13,0,0,0,23,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,123,0,0,0,0
"G440205303",9999,0,0,1,0,5,0,0,317,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,40,5,0,0,1,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,3,0,3,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,7979,0,0,0,0,0,0,0,61,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,6,0,1,0,0,0,0,1,0,244,0,0,0,5,2,1,0,0,0,153,0,0,0,0,0,1,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,950,0,0,0,0,0,0,0
"G441502149",9960,0,0,0,161,21,19,0,0,2,1,0,0,0,4,0,0,0,0,5,18,0,0,0,0,10,0,0,0,0,0,1306,0,0,2,29,0,10,0,0,0,0,36,32,0,0,73,0,0,0,0,0,0,1,0,11,0,4,0,2,0,0,267,0,0,0,0,6,0,0,117,4,12,0,7,0,0,0,0,0,0,31,1507,0,0,0,0,0,6,3,6,0,0,0,0,2,0,0,28,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1524,10,0,0,0,87,0,10,0,0,0,0,0,0,241,0,0,0,0,809,0,3,1,0,0,0,0,1,125,0,0,0,281,0,103,0,0,0,78,0,0,0,0,0,32,0,0,0,5,0,0,0,12,0,0,38,2,0,0,0,0,0,0,0,22,0,47,1,0,0,0,0,27,2,87,3,0,10,0,1,0,0,0,1,15,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,1131,90,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,842,0,0,0,2,0,0,1,17,0,0,0
"G445302587",9966,0,0,9,38,28,0,0,0,183,0,0,0,0,0,0,0,0,0,15,104,0,0,0,0,30,0,0,0,0,0,1689,16,3,0,44,0,0,0,0,0,0,7,23,0,0,0,0,0,0,0,0,0,4,0,470,2,15,2,11,2,10,93,0,0,0,2,1,0,0,9,0,20,0,2,0,0,0,0,0,0,104,844,0,0,213,1,5,0,0,5,0,0,0,0,0,17,0,7,38,11,0,0,0,0,0,0,0,2,310,0,0,0,0,0,161,0,2,0,0,0,0,0,0,1,15,0,591,4,0,0,0,293,0,11,0,0,2,2,0,0,123,0,0,0,0,894,0,0,0,0,2,0,0,20,2,0,0,0,270,0,682,0,0,0,1,0,0,0,0,13,313,0,0,0,0,0,0,0,288,0,0,47,5,0,0,0,0,6,0,0,1,0,14,2,0,0,0,0,3,0,6,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,695,101,0,2,0,0,0,65,0,0,0,315,0,0,0,0,0,421,0,0,0,0,0,1,13,3,2,0,0
"G445224190",9996,0,0,3,27,2,6,0,0,18,1,0,0,0,0,0,0,0,0,12,33,0,0,0,0,0,0,0,0,0,0,174,0,13,0,5,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,46,0,0,0,0,3,0,0,9,0,5,0,0,0,0,0,0,0,0,102,126,0,0,1,0,4,0,0,0,0,0,0,0,0,30,0,1,10,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,544,0,0,0,0,46,0,67,0,0,0,0,0,0,639,0,0,0,0,6363,0,0,0,0,0,0,0,0,22,0,0,0,23,0,172,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,81,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,290,170,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,631,0,0,0,0,0,0,7,0,1,0,0
"G445224054",10000,0,0,27,413,7,0,0,0,0,2,0,0,0,0,0,0,0,0,4,32,0,0,0,0,3,2,0,0,0,4,2414,0,45,0,31,0,27,0,0,0,3,4,19,0,0,19,0,0,0,1,0,0,0,0,113,0,0,0,12,0,0,183,0,0,0,7,0,1,0,0,0,3,0,16,0,0,0,12,0,0,333,858,0,0,1,1,2,3,0,0,0,0,0,0,0,24,0,0,29,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,630,0,0,0,0,173,0,37,3,0,0,0,2,0,10,0,0,0,0,279,0,0,0,0,0,0,0,0,272,0,0,357,238,0,46,0,0,0,160,0,0,0,0,0,117,0,1,0,0,0,0,0,11,0,0,7,0,0,0,0,0,3,0,0,5,0,4,0,0,0,0,0,35,0,11,7,6,2,0,0,0,0,0,0,0,0,2,1,0,0,343,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,320,198,53,0,0,0,0,0,0,0,0,0,1712,0,0,0,0,0,273,5,0,0,4,0,0,0,0,0,0,0
